rsu_id,rsu_position_x,rsu_position_y,vehicle_id,vehicle_type,speed,edge_id,lane_id,lane_position,vehicles_ahead_count,same_direction_ahead,distance_to_traffic_light,next_traffic_light,traffic_light_state,edge_occupancy_percentage,battery_charge,battery_capacity,battery_percentage,sim_time,position,rsu_position,collection_timestamp
RSU_Dhormotola,-194.59,27.16,test_route2_dhormotola,EV,12.78452493,E3,E3_1,1736.571927,1,1,153.7,J1,GGgrrGGG,4.76,1320.81,3000,44.027,145,"(-199.11263163264215, 49.83278276166516)","(-194.59, 27.16)",2025-11-29T09:36:09Z
RSU_Dhormotola,-194.59,27.16,test_route3_chachra,EV,13.61279188,E3,E3_1,1790.074228,0,0,100.2,J1,GGgrrGGG,4.76,1304.3,3000,43.47666667,145,"(-198.56523416497055, 45.57134725325582)","(-194.59, 27.16)",2025-11-29T09:36:09Z
RSU_Dhormotola,-194.59,27.16,r2_v1,EV,7.555657241,E3,E3_0,975.4482797,9,3,914.8,J1,GGgrrGGG,4.76,922.21,2000,46.1105,150,"(-210.07506758415735, 110.04595837924109)","(-194.59, 27.16)",2025-11-29T09:36:17Z
RSU_Dhormotola,-194.59,27.16,r2_v2,EV,13.53332884,E3,E3_0,1556.088007,2,0,334.2,J1,GGgrrGGG,4.76,1326.24,3000,44.208,150,"(-204.1374467401885, 63.79825045022143)","(-194.59, 27.16)",2025-11-29T09:36:17Z
RSU_Dhormotola,-194.59,27.16,r3_v1,EV,11.95640285,E3,E3_1,1475.564452,3,2,414.7,J1,GGgrrGGG,4.76,1349.77,3000,44.99233333,150,"(-201.7830744076577, 70.62191741556077)","(-194.59, 27.16)",2025-11-29T09:36:17Z
RSU_Dhormotola,-194.59,27.16,r3_v2,EV,7.399735917,E3,E3_0,893.1245733,10,4,997.2,J1,GGgrrGGG,4.76,928.08,2000,46.404,150,"(-210.91690966300365, 116.60300666641636)","(-194.59, 27.16)",2025-11-29T09:36:17Z
RSU_Dhormotola,-194.59,27.16,r3_v5,EV,13.1141119,E3,E3_1,1227.10609,8,5,663.2,J1,GGgrrGGG,4.76,1355.87,3000,45.19566667,150,"(-204.32512358917577, 90.41152055772007)","(-194.59, 27.16)",2025-11-29T09:36:17Z
RSU_Dhormotola,-194.59,27.16,test_route2_dhormotola,EV,12.78922469,E3,E3_1,1800.838518,1,1,89.4,J1,GGgrrGGG,4.76,1315.62,3000,43.854,150,"(-198.45510160192026, 44.71397606955091)","(-194.59, 27.16)",2025-11-29T09:36:17Z
RSU_Dhormotola,-194.59,27.16,test_route3_chachra,EV,13.85997819,E3,E3_1,1858.871788,0,0,31.4,J1,GGgrrGGG,4.76,1296.83,3000,43.22766667,150,"(-197.8613464770877, 40.09165075441177)","(-194.59, 27.16)",2025-11-29T09:36:17Z
RSU_Dhormotola,-194.59,27.16,r2_v1,EV,7.52660937,E3,E3_0,1012.472971,8,2,877.8,J1,GGgrrGGG,4.36,919.97,2000,45.9985,155,"(-209.6964531565509, 107.09695743664251)","(-194.59, 27.16)",2025-11-29T09:36:26Z
RSU_Dhormotola,-194.59,27.16,r2_v2,EV,13.75693423,E3,E3_1,1624.623531,1,1,265.7,J1,GGgrrGGG,4.36,1318.99,3000,43.96633333,155,"(-200.25800797255738, 58.74942504385939)","(-194.59, 27.16)",2025-11-29T09:36:26Z
RSU_Dhormotola,-194.59,27.16,r3_v1,EV,12.16989194,E3,E3_1,1536.337385,2,2,353.9,J1,GGgrrGGG,4.36,1343.77,3000,44.79233333,155,"(-201.16128900538783, 65.78137914432229)","(-194.59, 27.16)",2025-11-29T09:36:26Z
RSU_Dhormotola,-194.59,27.16,r3_v2,EV,7.522045846,E3,E3_0,930.9020303,9,3,959.4,J1,GGgrrGGG,4.36,925.2,2000,46.26,155,"(-210.530597453266, 113.59404824437306)","(-194.59, 27.16)",2025-11-29T09:36:26Z
RSU_Dhormotola,-194.59,27.16,r3_v5,EV,13.51909744,E3,E3_1,1293.804785,7,5,596.5,J1,GGgrrGGG,4.36,1347.58,3000,44.91933333,155,"(-203.64271000115815, 85.09899781666878)","(-194.59, 27.16)",2025-11-29T09:36:26Z
RSU_Dhormotola,-194.59,27.16,test_route2_dhormotola,EV,11.685665,E3,E3_1,1863.935822,0,0,26.3,J1,GGgrrGGG,4.36,1317.33,3000,43.911,155,"(-197.8095348816291, 39.68830257384079)","(-194.59, 27.16)",2025-11-29T09:36:26Z
RSU_Dhormotola,-194.59,27.16,test_route3_chachra,EV,13.72428617,E3.189,E3.189_1,16.56127005,0,0,2264,J1,GGgrrGGG,0.33,1292.15,3000,43.07166667,155,"(-194.70329983956773, 15.46655631619929)","(-194.59, 27.16)",2025-11-29T09:36:26Z
RSU_Dhormotola,-194.59,27.16,r2_v1,EV,7.642030235,E3,E3_0,1049.773663,7,2,840.5,J1,GGgrrGGG,3.97,917.07,2000,45.8535,160,"(-209.31501634310249, 104.12597313075571)","(-194.59, 27.16)",2025-11-29T09:36:34Z
RSU_Dhormotola,-194.59,27.16,r2_v2,EV,13.60961771,E3,E3_1,1692.930689,0,0,197.3,J1,GGgrrGGG,3.97,1314.44,3000,43.81466667,160,"(-199.55913773060473, 53.308788868658155)","(-194.59, 27.16)",2025-11-29T09:36:34Z
RSU_Dhormotola,-194.59,27.16,r3_v1,EV,12.17892253,E3,E3_1,1596.491383,1,1,293.8,J1,GGgrrGGG,3.97,1339.05,3000,44.635,160,"(-200.54583609318703, 60.99013868615512)","(-194.59, 27.16)",2025-11-29T09:36:34Z
RSU_Dhormotola,-194.59,27.16,r3_v2,EV,7.664377512,E3,E3_0,968.9164818,8,3,921.4,J1,GGgrrGGG,3.97,922.21,2000,46.1105,160,"(-210.14186173793104, 110.56621330899617)","(-194.59, 27.16)",2025-11-29T09:36:35Z
RSU_Dhormotola,-194.59,27.16,r3_v5,EV,13.23104104,E3,E3_1,1360.353865,6,4,529.9,J1,GGgrrGGG,3.97,1344.16,3000,44.80533333,160,"(-202.96182716264363, 79.79839181011519)","(-194.59, 27.16)",2025-11-29T09:36:35Z
