rsu_id,rsu_position_x,rsu_position_y,vehicle_id,vehicle_type,speed,edge_id,lane_id,lane_position,vehicles_ahead_count,same_direction_ahead,distance_to_traffic_light,next_traffic_light,traffic_light_state,time_to_red_light,edge_occupancy_percentage,battery_charge,battery_capacity,battery_percentage,sim_time,position,rsu_position,collection_timestamp
RSU_Dhormotola,-194.59,27.16,R1_Small_Easybike_V12,EV,7.4044616112671795,E3,E3_0,900.0147677283804,9,4,990.3,J1,rrrGGGrr,25.0,9.13,927.51,2000.0,46.375499999999995,130.0,"(-210.8464505469086, 116.05420560489189)","(-194.59, 27.16)",2025-12-01T20:48:43Z
RSU_Dhormotola,-194.59,27.16,R2_Default_EV,EV,12.969424775195442,E3,E3_1,1018.3236432229191,6,2,872.0,J1,rrrGGGrr,25.0,9.13,17379.2,35000.0,49.654857142857146,130.0,"(-206.46123703370333, 107.04095386734099)","(-194.59, 27.16)",2025-12-01T20:48:43Z
RSU_Dhormotola,-194.59,27.16,R2_Easybike_ER-02B,EV,11.403761631491744,E3,E3_0,1150.7194046991256,3,2,739.6,J1,rrrGGGrr,25.0,9.13,1380.75,3000.0,46.025,130.0,"(-208.28274536426662, 96.08568763807462)","(-194.59, 27.16)",2025-12-01T20:48:43Z
RSU_Dhormotola,-194.59,27.16,R3_Default_EV,EV,12.962625818579236,E3,E3_1,922.229745827285,8,4,968.1,J1,rrrGGGrr,25.0,9.13,17382.39,35000.0,49.66397142857143,130.0,"(-207.44440141973692, 114.69479202459107)","(-194.59, 27.16)",2025-12-01T20:48:43Z
RSU_Dhormotola,-194.59,27.16,R3_Easybike_ER-02B,EV,13.439850463159383,E3,E3_1,1063.263545500508,4,1,827.0,J1,rrrGGGrr,25.0,9.13,1368.56,3000.0,45.61866666666666,130.0,"(-206.00144392895243, 103.46150971784262)","(-194.59, 27.16)",2025-12-01T20:48:43Z
RSU_Dhormotola,-194.59,27.16,R1_Default_EV,EV,13.73817612938583,E3,E3_0,1531.5265613118675,1,1,358.8,J1,rrrGGGrr,20.0,9.52,17325.24,35000.0,49.50068571428572,135.0,"(-204.3886120415185, 65.75455918111881)","(-194.59, 27.16)",2025-12-01T20:48:52Z
RSU_Dhormotola,-194.59,27.16,R1_Easybike_ER-02B,EV,13.510469137667679,E3,E3_0,1692.7717478570141,0,0,197.5,J1,rrrGGGrr,20.0,9.52,1313.31,3000.0,43.777,135.0,"(-202.7397190436993, 52.91144848522336)","(-194.59, 27.16)",2025-12-01T20:48:52Z
RSU_Dhormotola,-194.59,27.16,R1_Electric_Rickshaw_V8,EV,7.689282556385733,E3,E3_0,910.0651059728838,10,6,980.2,J1,rrrGGGrr,20.0,9.52,1175.57,2500.0,47.0228,135.0,"(-210.7436758054596, 115.25370042783219)","(-194.59, 27.16)",2025-12-01T20:48:52Z
RSU_Dhormotola,-194.59,27.16,R1_Small_Easybike_V12,EV,7.6524792000139135,E3,E3_0,937.5202289624907,9,5,952.8,J1,rrrGGGrr,20.0,9.52,924.15,2000.0,46.2075,135.0,"(-210.4629197654078, 113.06691153025342)","(-194.59, 27.16)",2025-12-01T20:48:52Z
RSU_Dhormotola,-194.59,27.16,R2_Default_EV,EV,12.895953922042757,E3,E3_1,1082.2993905438325,6,1,808.0,J1,rrrGGGrr,20.0,9.52,17374.65,35000.0,49.64185714285715,135.0,"(-205.8066827067325, 101.9453127365896)","(-194.59, 27.16)",2025-12-01T20:48:52Z
