rsu_id,rsu_position_x,rsu_position_y,vehicle_id,vehicle_type,speed,edge_id,lane_id,lane_position,vehicles_ahead_count,same_direction_ahead,distance_to_traffic_light,next_traffic_light,traffic_light_state,time_to_red_light,edge_occupancy_percentage,battery_charge,battery_capacity,battery_percentage,sim_time,position,rsu_position,collection_timestamp
RSU_Dhormotola,-194.59,27.16,test_route2_dhormotola,EV,12.629210546424881,E3,E3_0,906.2198758769316,0,0,984.1,J1,GGGrrrrr,75.0,4.76,1387.52,3000.0,46.25066666666667,80.0,"(-210.7829971217486, 115.55997137353683)","(-194.59, 27.16)",2025-12-01T16:18:40Z
RSU_Dhormotola,-194.59,27.16,test_route3_chachra,EV,13.433745560445823,E3,E3_1,901.4215111679899,1,0,988.9,J1,GGGrrrrr,75.0,4.76,1379.14,3000.0,45.971333333333334,80.0,"(-207.65729647142808, 116.35215908677415)","(-194.59, 27.16)",2025-12-01T16:18:40Z
RSU_Dhormotola,-194.59,27.16,test_route2_dhormotola,EV,12.786508431353875,E3,E3_0,970.1671221538138,1,0,920.1,J1,GGGrrrrr,70.0,4.76,1381.43,3000.0,46.04766666666667,85.0,"(-210.129072692282, 110.46660033885023)","(-194.59, 27.16)",2025-12-01T16:18:45Z
RSU_Dhormotola,-194.59,27.16,test_route3_chachra,EV,13.82009679763578,E3,E3_1,970.3488638177316,0,0,919.9,J1,GGGrrrrr,70.0,4.76,1370.63,3000.0,45.68766666666667,85.0,"(-206.95208084186737, 110.86212469242777)","(-194.59, 27.16)",2025-12-01T16:18:45Z
RSU_Dhormotola,-194.59,27.16,test_route1_direct,EV,13.71658408639487,E0,E0_0,1101.7446806080445,0,0,1308.4,J3,rrrGGGrr,105.0,1.87,1360.98,3000.0,45.366,90.0,"(-145.520432414671, 126.52190461658503)","(-194.59, 27.16)",2025-12-01T16:18:50Z
RSU_Dhormotola,-194.59,27.16,test_route2_dhormotola,EV,13.004876304695651,E3,E3_0,1034.4368941207729,1,0,855.8,J1,GGGrrrrr,65.0,4.76,1374.83,3000.0,45.827666666666666,90.0,"(-209.4718501156683, 105.34754026978885)","(-194.59, 27.16)",2025-12-01T16:18:50Z
RSU_Dhormotola,-194.59,27.16,test_route3_chachra,EV,13.550301145738922,E3,E3_1,1038.6374500201584,0,0,851.6,J1,GGGrrrrr,65.0,4.76,1366.93,3000.0,45.56433333333334,90.0,"(-206.25340061610456, 105.42296777459687)","(-194.59, 27.16)",2025-12-01T16:18:50Z
RSU_Dhormotola,-194.59,27.16,test_route1_direct,EV,13.851913724769839,E0,E0_0,1170.582060308782,0,0,1239.5,J3,rrrGGGrr,100.0,1.87,1354.24,3000.0,45.141333333333336,95.0,"(-141.5902113515177, 122.84498347892013)","(-194.59, 27.16)",2025-12-01T16:18:56Z
RSU_Dhormotola,-194.59,27.16,test_route2_dhormotola,EV,12.60970907185533,E3,E3_0,1098.4048990932063,1,0,791.9,J1,GGGrrrrr,60.0,4.76,1372.4,3000.0,45.74666666666667,95.0,"(-208.817713407817, 100.25251581380901)","(-194.59, 27.16)",2025-12-01T16:18:56Z
RSU_Dhormotola,-194.59,27.16,test_route3_chachra,EV,13.573075064667501,E3,E3_1,1106.8830777670762,0,0,783.4,J1,GGGrrrrr,60.0,4.76,1361.04,3000.0,45.367999999999995,95.0,"(-205.555159910693, 99.98723247952104)","(-194.59, 27.16)",2025-12-01T16:18:56Z
