id,ts_utc,rsu_id,rsu_position_x,rsu_position_y,vehicle_id,speed,battery_charge,battery_capacity,battery_percentage,sim_time,collection_timestamp,rsu_received_at
316,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Electric_Rickshaw_V8,7.502426444641315,1216.78,2500.0,48.6712,51.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
317,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Small_Easybike_V12,7.315032563144341,965.48,2000.0,48.274,51.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
318,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Easybike_ER-02B,12.789584219727338,1427.15,3000.0,47.571666666666665,51.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
319,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Electric_Rickshaw_V8,7.711149588199333,1221.59,2500.0,48.8636,51.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
320,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Small_Easybike_V12,7.575773013844155,970.23,2000.0,48.511500000000005,51.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
321,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_5_Easybike_ER-02B,12.538196995769658,1440.58,3000.0,48.01933333333333,51.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
322,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_5_Electric_Rickshaw_V8,7.453057371634059,1228.08,2500.0,49.1232,51.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
323,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_5_Small_Easybike_V12,7.507520206128247,976.02,2000.0,48.801,51.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
324,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_6_Easybike_ER-02B,7.488093451022749,1466.96,3000.0,48.89866666666667,51.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
325,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_6_Electric_Rickshaw_V8,7.540101040126756,1222.06,2500.0,48.8824,51.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
326,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_6_Small_Easybike_V12,7.541921187513508,970.13,2000.0,48.5065,51.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
327,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_Default_EV,12.633376148762181,17451.01,35000.0,49.860028571428565,51.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
207,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_10_Easybike_ER-02B,13.777700304728933,1393.7,3000.0,46.45666666666667,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
208,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_10_Electric_Rickshaw_V8,7.732006414416246,1211.26,2500.0,48.4504,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
209,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_10_Small_Easybike_V12,7.639056532150135,959.61,2000.0,47.9805,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
210,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_12_Easybike_ER-02B,7.570787466840599,1461.97,3000.0,48.73233333333333,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
211,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_12_Electric_Rickshaw_V8,7.576472574118525,1217.88,2500.0,48.7152,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
212,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_12_Small_Easybike_V12,7.6200076334364715,965.32,2000.0,48.266000000000005,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
213,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_8_Easybike_ER-02B,11.108738930944122,1424.17,3000.0,47.47233333333333,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
214,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_8_Electric_Rickshaw_V8,7.716321367160417,1210.85,2500.0,48.43399999999999,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
215,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_8_Small_Easybike_V12,7.351217477670871,960.59,2000.0,48.029500000000006,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
216,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_9_Easybike_ER-02B,7.651774528069353,1467.84,3000.0,48.928,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
217,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_9_Electric_Rickshaw_V8,7.569510868373327,1223.37,2500.0,48.934799999999996,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
218,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_9_Small_Easybike_V12,7.296425505280495,972.51,2000.0,48.6255,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
73,2025-11-15T23:35:51Z,RSU_Monihar,79.98,-8.38,t_11_Easybike_ER-02B,13.547090963437222,1394.88,3000.0,46.496,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
74,2025-11-15T23:35:51Z,RSU_Monihar,79.98,-8.38,t_11_Electric_Rickshaw_V8,7.40963993975427,1212.21,2500.0,48.488400000000006,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
75,2025-11-15T23:35:51Z,RSU_Monihar,79.98,-8.38,t_11_Small_Easybike_V12,7.551674938732758,959.41,2000.0,47.9705,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
328,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_1_Easybike_ER-02B,13.452674109814689,1395.21,3000.0,46.507000000000005,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
329,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_1_Electric_Rickshaw_V8,7.366430545779877,1212.21,2500.0,48.488400000000006,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
330,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_1_Small_Easybike_V12,7.324028954696842,960.79,2000.0,48.0395,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
331,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Easybike_ER-02B,13.633859063009732,1393.91,3000.0,46.46366666666667,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
332,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Electric_Rickshaw_V8,7.479881202890538,1211.91,2500.0,48.476400000000005,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
333,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Small_Easybike_V12,7.483831928432919,959.94,2000.0,47.997,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
334,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Easybike_ER-02B,12.56902059753579,1418.79,3000.0,47.293,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
335,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Electric_Rickshaw_V8,7.7788593737361955,1216.44,2500.0,48.6576,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
336,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Small_Easybike_V12,7.502074673743919,965.67,2000.0,48.2835,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
337,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_5_Easybike_ER-02B,12.928374996440516,1427.89,3000.0,47.596333333333334,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
338,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_5_Electric_Rickshaw_V8,7.294812552370131,1223.89,2500.0,48.955600000000004,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
339,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_5_Small_Easybike_V12,7.552859470685944,971.02,2000.0,48.551,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
340,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_6_Easybike_ER-02B,7.857400718637535,1460.34,3000.0,48.678,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
341,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_6_Electric_Rickshaw_V8,7.517046355148778,1217.31,2500.0,48.6924,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
342,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_6_Small_Easybike_V12,7.506021085283719,965.44,2000.0,48.272000000000006,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
343,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_Default_EV,13.487552506709472,17433.72,35000.0,49.81062857142857,61.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
219,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_10_Easybike_ER-02B,13.850792390620336,1381.83,3000.0,46.06099999999999,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
220,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_10_Electric_Rickshaw_V8,7.305709191919305,1208.04,2500.0,48.3216,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
221,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_10_Small_Easybike_V12,7.57261804453563,955.06,2000.0,47.75299999999999,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
222,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_12_Easybike_ER-02B,7.60876461448774,1456.83,3000.0,48.561,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
223,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_12_Electric_Rickshaw_V8,7.62728910389822,1212.92,2500.0,48.5168,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
224,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_12_Small_Easybike_V12,7.634981123004109,960.36,2000.0,48.018,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
225,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_8_Electric_Rickshaw_V8,7.724891458144412,1205.92,2500.0,48.2368,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
226,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_8_Small_Easybike_V12,7.5773213351797315,954.81,2000.0,47.7405,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
227,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_9_Easybike_ER-02B,7.269099171206378,1464.56,3000.0,48.818666666666665,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
228,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_9_Electric_Rickshaw_V8,7.3627347026206555,1219.39,2500.0,48.775600000000004,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
229,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_9_Small_Easybike_V12,7.498008321360685,966.89,2000.0,48.344500000000004,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
76,2025-11-15T23:35:51Z,RSU_Monihar,79.98,-8.38,t_11_Easybike_ER-02B,13.421013944060542,1384.38,3000.0,46.146,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
77,2025-11-15T23:35:51Z,RSU_Monihar,79.98,-8.38,t_11_Electric_Rickshaw_V8,7.7133869836991655,1206.07,2500.0,48.242799999999995,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
78,2025-11-15T23:35:51Z,RSU_Monihar,79.98,-8.38,t_11_Small_Easybike_V12,7.307028919546865,955.48,2000.0,47.774,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
85,2025-11-15T23:35:51Z,RSU_NewMarket,2.93,170.72,t_8_Easybike_ER-02B,11.004209595431343,1416.29,3000.0,47.209666666666664,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
344,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_1_Easybike_ER-02B,13.590402570879087,1382.9,3000.0,46.09666666666667,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
345,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_1_Electric_Rickshaw_V8,7.324022513669916,1207.54,2500.0,48.3016,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
346,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_1_Small_Easybike_V12,7.289218367864378,956.02,2000.0,47.801,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
347,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Easybike_ER-02B,13.705941409780644,1382.03,3000.0,46.06766666666667,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
348,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Electric_Rickshaw_V8,7.395331019507721,1207.42,2500.0,48.2968,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
349,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Small_Easybike_V12,7.567747310008854,954.72,2000.0,47.736000000000004,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
350,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Easybike_ER-02B,12.580533467854046,1408.76,3000.0,46.958666666666666,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
351,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Electric_Rickshaw_V8,7.751049565938302,1211.67,2500.0,48.466800000000006,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
352,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Small_Easybike_V12,7.757935213944875,959.71,2000.0,47.9855,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
353,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_5_Easybike_ER-02B,12.552106339166903,1420.32,3000.0,47.343999999999994,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
354,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_5_Electric_Rickshaw_V8,7.282201677649282,1219.0,2500.0,48.76,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
355,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_5_Small_Easybike_V12,7.300799632533454,967.09,2000.0,48.3545,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
356,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_6_Easybike_ER-02B,7.371749300692613,1457.43,3000.0,48.581,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
357,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_6_Electric_Rickshaw_V8,7.355405457057059,1213.04,2500.0,48.5216,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
358,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_6_Small_Easybike_V12,7.534087307490409,960.46,2000.0,48.023,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
359,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_Default_EV,13.873449749173597,17419.68,35000.0,49.770514285714285,71.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
1,2025-11-15T23:35:51Z,RSU_Dhormotola,-194.59,27.16,t_1_Easybike_ER-02B,13.855455586081371,1369.71,3000.0,45.657000000000004,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
230,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_10_Easybike_ER-02B,13.524806196428836,1372.95,3000.0,45.765,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
231,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_10_Electric_Rickshaw_V8,7.632188845863566,1201.97,2500.0,48.0788,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
232,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_10_Small_Easybike_V12,7.708949275170453,949.61,2000.0,47.480500000000006,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
233,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_12_Easybike_ER-02B,7.2981610001914845,1453.2,3000.0,48.44,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
234,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_12_Electric_Rickshaw_V8,7.775032490463928,1207.45,2500.0,48.298,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
235,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_12_Small_Easybike_V12,7.29566638587974,956.76,2000.0,47.837999999999994,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
236,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_8_Electric_Rickshaw_V8,7.376643267199397,1202.49,2500.0,48.099599999999995,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
237,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_8_Small_Easybike_V12,7.708910146350973,949.34,2000.0,47.467000000000006,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
238,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_9_Easybike_ER-02B,7.395657808707696,1459.15,3000.0,48.638333333333335,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
239,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_9_Electric_Rickshaw_V8,7.380501374457963,1214.36,2500.0,48.5744,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
240,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_9_Small_Easybike_V12,7.5907625759439545,961.57,2000.0,48.078500000000005,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
79,2025-11-15T23:35:51Z,RSU_Monihar,79.98,-8.38,t_11_Electric_Rickshaw_V8,7.559373080120422,1201.86,2500.0,48.0744,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
80,2025-11-15T23:35:51Z,RSU_Monihar,79.98,-8.38,t_11_Small_Easybike_V12,7.434816435300745,950.28,2000.0,47.514,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
86,2025-11-15T23:35:51Z,RSU_NewMarket,2.93,170.72,t_11_Easybike_ER-02B,13.803651237720624,1370.3,3000.0,45.67666666666666,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
87,2025-11-15T23:35:51Z,RSU_NewMarket,2.93,170.72,t_8_Easybike_ER-02B,11.428078799207464,1405.44,3000.0,46.848,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
360,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_1_Electric_Rickshaw_V8,7.774030215893872,1200.8,2500.0,48.032,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
561,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_1_Small_Easybike_V12,7.716723120394163,949.5,2000.0,47.475,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
562,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Easybike_ER-02B,13.410811015497893,1372.67,3000.0,45.75566666666667,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
563,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Electric_Rickshaw_V8,7.32481670295354,1202.89,2500.0,48.1156,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
564,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Small_Easybike_V12,7.723760388763622,949.2,2000.0,47.46,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
565,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Easybike_ER-02B,12.39149949808293,1400.06,3000.0,46.66866666666667,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
566,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Electric_Rickshaw_V8,7.594738854533062,1207.46,2500.0,48.2984,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
567,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Small_Easybike_V12,7.379784115562216,956.34,2000.0,47.81700000000001,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
568,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_5_Easybike_ER-02B,12.964462674720243,1407.42,3000.0,46.914,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
569,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_5_Electric_Rickshaw_V8,7.627015055594966,1212.77,2500.0,48.510799999999996,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
570,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_5_Small_Easybike_V12,7.60851378491614,961.07,2000.0,48.05350000000001,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
571,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_6_Easybike_ER-02B,7.059672063810254,1453.74,3000.0,48.458,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
572,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_6_Electric_Rickshaw_V8,7.32370979173109,1208.35,2500.0,48.333999999999996,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
573,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_6_Small_Easybike_V12,7.284586264607497,956.51,2000.0,47.8255,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
574,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_Default_EV,13.77358980101999,17409.11,35000.0,49.74031428571429,81.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
2,2025-11-15T23:35:51Z,RSU_Dhormotola,-194.59,27.16,t_1_Easybike_ER-02B,13.766148269036785,1358.9,3000.0,45.29666666666667,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
3,2025-11-15T23:35:51Z,RSU_Dhormotola,-194.59,27.16,t_3_Easybike_ER-02B,12.56576066107177,1389.0,3000.0,46.300000000000004,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
241,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_10_Easybike_ER-02B,13.680914986971766,1360.27,3000.0,45.342333333333336,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
242,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_10_Electric_Rickshaw_V8,7.319475207100623,1198.31,2500.0,47.932399999999994,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
243,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_10_Small_Easybike_V12,7.735207382212393,944.64,2000.0,47.232,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
244,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_12_Easybike_ER-02B,7.190952996491589,1448.62,3000.0,48.28733333333333,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
245,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_12_Electric_Rickshaw_V8,7.714026139089838,1202.85,2500.0,48.114,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
246,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_12_Small_Easybike_V12,7.343917457708158,951.74,2000.0,47.587,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
247,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_8_Electric_Rickshaw_V8,7.59778906157706,1196.7,2500.0,47.868,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
248,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_8_Small_Easybike_V12,7.727751204832457,944.39,2000.0,47.2195,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
249,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_9_Easybike_ER-02B,7.819622179582311,1452.42,3000.0,48.414,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
250,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_9_Electric_Rickshaw_V8,7.457086777170189,1209.2,2500.0,48.368,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
251,2025-11-15T23:35:52Z,RSU_Doratana,-44.04,49.98,t_9_Small_Easybike_V12,7.4773044737242165,957.18,2000.0,47.858999999999995,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
81,2025-11-15T23:35:51Z,RSU_Monihar,79.98,-8.38,t_11_Electric_Rickshaw_V8,7.475614755386487,1197.27,2500.0,47.8908,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
82,2025-11-15T23:35:51Z,RSU_Monihar,79.98,-8.38,t_11_Small_Easybike_V12,7.339931102325209,945.82,2000.0,47.291000000000004,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
88,2025-11-15T23:35:51Z,RSU_NewMarket,2.93,170.72,t_11_Easybike_ER-02B,13.653833723487333,1359.99,3000.0,45.333,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
89,2025-11-15T23:35:51Z,RSU_NewMarket,2.93,170.72,t_2_Easybike_ER-02B,13.700585718476214,1359.38,3000.0,45.312666666666665,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
90,2025-11-15T23:35:51Z,RSU_NewMarket,2.93,170.72,t_8_Easybike_ER-02B,11.290397448280595,1397.96,3000.0,46.59866666666667,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:51Z
575,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_1_Electric_Rickshaw_V8,7.750370421302505,1195.97,2500.0,47.838800000000006,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
576,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_1_Small_Easybike_V12,7.540738086421043,945.39,2000.0,47.2695,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
577,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Electric_Rickshaw_V8,7.411730865221471,1197.69,2500.0,47.9076,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
578,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_2_Small_Easybike_V12,7.584485016036779,944.97,2000.0,47.2485,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
579,2025-11-15T23:35:52Z,RSU_Palbari,-218.7,214.9,t_3_Electric_Rickshaw_V8,7.685589464935474,1202.23,2500.0,48.0892,91.0,2025-11-15T23:35:51Z,2025-11-15T23:35:52Z
